ENSEMBL,ENTREZID,SYMBOL,type,pi_value_C9,pi_value_C12,pi_value_C15,pi_value_C9_C12_C15,description,summary_entrez,summary_genecard,summary_uniport,summary_Tocris,summary_CIViC
ENSG00000107249,169792,GLIS3,Protein Coding,0.291416790721352,0.453589818621396,3.04142172497782,3.04142172497782,Sialic Acid Binding Ig Like Lectin 1,Entrez Gene Summary for SIGLEC1 Gene This gene encodes a member of the immunoglobulin superfamily. The encoded protein is a lectin-like adhesion molecule that binds glycoconjugate ligands on cell surfaces in a sialic acid-dependent manner. It is a type I ,GeneCards Summary for SIGLEC1 Gene SIGLEC1 (Sialic Acid Binding Ig Like Lectin 1) is a Protein Coding gene.Diseases associated with SIGLEC1 include Proliferative Glomerulonephritis and Syndromic X-Linked Intellectual Disability Cabezas Type.Among its rela,UniProtKB/Swiss-Prot for SIGLEC1 GeneSN_HUMAN_Q9BZZ2Acts as an endocytic receptor mediating clathrin dependent endocytosis. Macrophage-restricted adhesion molecule that mediates sialic-acid dependent binding to lymphocytes, including granulocytes, monocyt,NA,NA
ENSG00000137878,145781,GCOM1,Protein Coding,0.216544764499223,2.36848668375733,1.24506226100068,2.94891338562889,Histone H3 Associated Protein Kinase,Additional gene information for HASPIN Gene HGNC(19682)Entrez Gene(83903)Ensembl(ENSG00000177602)OMIM(609240)UniProtKB(Q8TF76) Search for HASPIN at DataMedSearch for HASPIN at HumanCyc,GeneCards Summary for HASPIN Gene HASPIN (Histone H3 Associated Protein Kinase) is a Protein Coding gene. ,UniProtKB/Swiss-Prot for HASPIN GeneHASP_HUMAN_Q8TF76Serine/threonine-protein kinase that phosphorylates histone H3 at Thr-3 (H3T3ph) during mitosis. May act through H3T3ph to both position and modulate activation of AURKB and other components of the chro,NA,NA
ENSG00000143195,387597,ILDR2,Protein Coding,2.16260621015392,1.2947436088035,0.0746091968800795,2.80002056895553,Kirre Like Nephrin Family Adhesion Molecule 3,Entrez Gene Summary for KIRREL3 Gene The protein encoded by this gene is a member of the nephrin-like protein family. These proteins are expressed in fetal and adult brain_ and also in podocytes of kidney glomeruli. The cytoplasmic domains of these protei,GeneCards Summary for KIRREL3 Gene KIRREL3 (Kirre Like Nephrin Family Adhesion Molecule 3) is a Protein Coding gene.Diseases associated with KIRREL3 include Autosomal Dominant Non-Syndromic Intellectual Disability and Familial Nephrotic Syndrome.Among its,UniProtKB/Swiss-Prot for KIRREL3 GeneKIRR3_HUMAN_Q8IZU9Synaptic adhesion molecule required for the formation of target-specific synapses. Required for formation of target-specific synapses at hippocampal mossy fiber synapses. Required for formation of mos,NA,NA
ENSG00000260537,NA,NA,Protein Coding,2.0294459099624,1.3298538681088,0.476918853461875,2.69886649348108,Serine Protease 57,Entrez Gene Summary for PRSS57 Gene This gene encodes an arginine-specific serine protease and member of the peptidase S1 family of proteins. The encoded protein may undergo proteolytic activation before storage in azurophil granules_ in neutrophil cells ,GeneCards Summary for PRSS57 Gene PRSS57 (Serine Protease 57) is a Protein Coding gene.Diseases associated with PRSS57 include Gastrointestinal System Disease.Gene Ontology (GO) annotations related to this gene include serine-type endopeptidase activity.A,UniProtKB/Swiss-Prot for PRSS57 GenePRS57_HUMAN_Q6UWY2Serine protease that cleaves preferentially after Arg residues (PubMed:22474388, PubMed:23904161, PubMed:25156428). Can also cleave after citrulline (deimidated arginine) and methylarginine residues (P,NA,NA
ENSG00000135547,23493,HEY2,Protein Coding,2.69613697043663,0.332965673188931,0.137099307906714,2.69613697043663,Sodium Channel Epithelial 1 Alpha Subunit,Entrez Gene Summary for SCNN1A Gene Nonvoltage-gated_ amiloride-sensitive, sodium channels control fluid and electrolyte transport across epithelia in many organs. These channels are heteromeric complexes consisting of 3 subunits: alpha, beta, and gamma. ,GeneCards Summary for SCNN1A Gene SCNN1A (Sodium Channel Epithelial 1 Alpha Subunit) is a Protein Coding gene.Diseases associated with SCNN1A include Bronchiectasis With Or Without Elevated Sweat Chloride 2 and Pseudohypoaldosteronism_ Type I, Autosomal R,UniProtKB/Swiss-Prot for SCNN1A GeneSCNNA_HUMAN_P37088Sodium permeable non-voltage-sensitive ion channel inhibited by the diuretic amiloride. Mediates the electrodiffusion of the luminal sodium (and water, which follows osmotically) through the apical mem,NA,NA
ENSG00000258643,100529063,BCL2L2-PABPN1,Protein Coding,1.64119229581434,0.188346025115553,1.6408622059707,2.69297041093203,Potassium Voltage-Gated Channel Subfamily H Member 1,Entrez Gene Summary for KCNH1 Gene Voltage-gated potassium (Kv) channels represent the most complex class of voltage-gated ion channels from both functional and structural standpoints. Their diverse functions include regulating neurotransmitter release_ h,GeneCards Summary for KCNH1 Gene KCNH1 (Potassium Voltage-Gated Channel Subfamily H Member 1) is a Protein Coding gene.Diseases associated with KCNH1 include Temple-Baraitser Syndrome and Zimmermann-Laband Syndrome 1.Among its related pathways are Dopamin,UniProtKB/Swiss-Prot for KCNH1 GeneKCNH1_HUMAN_O95259Pore-forming (alpha) subunit of a voltage-gated delayed rectifier potassium channel (PubMed:9738473, PubMed:11943152, PubMed:10880439, PubMed:22732247, PubMed:25556795, PubMed:27325704, PubMed:27005320,,Tocris Summary for KCNH1 GeneVoltage-gated potassium channels (KV) belong to the 6-TM family of potassium channel that also comprises the Ca2+-activated Slo (actually 7-TM) and the Ca2+-activated SK subfamilies. The alpha-subunits contain a single pore-fo,NA
ENSG00000196993,100507607,NPIPB9,Protein Coding,0.43826211967523,3.18045062330644,0.835619389644449,2.65764620864164,Sterile Alpha Motif Domain Containing 4A,Entrez Gene Summary for SAMD4A Gene Sterile alpha motifs (SAMs) in proteins such as SAMD4A are part of an RNA-binding domain that functions as a posttranscriptional regulator by binding to an RNA sequence motif known as the Smaug recognition element_ whic,GeneCards Summary for SAMD4A Gene SAMD4A (Sterile Alpha Motif Domain Containing 4A) is a Protein Coding gene.Gene Ontology (GO) annotations related to this gene include translation repressor activity.An important paralog of this gene is SAMD4B. ,UniProtKB/Swiss-Prot for SAMD4A GeneSMAG1_HUMAN_Q9UPU9Acts as a translational repressor of SRE-containing messengers.,NA,NA
ENSG00000153976,9955,HS3ST3A1,Protein Coding,0.00696878653693789,0.985818099093365,2.67900218468879,2.64100884117688,5'-Nucleotidase Domain Containing 4,Additional gene information for NT5DC4 Gene HGNC(27678)Entrez Gene(284958)Ensembl(ENSG00000144130)UniProtKB(Q86YG4) Search for NT5DC4 at DataMedSearch for NT5DC4 at HumanCyc,GeneCards Summary for NT5DC4 Gene NT5DC4 (5'-Nucleotidase Domain Containing 4) is a Protein Coding gene.Gene Ontology (GO) annotations related to this gene include hydrolase activity and 5-nucleotidase activity.An important paralog of this gene is NT5C2. ,Additional gene information for NT5DC4 Gene HGNC(27678)Entrez Gene(284958)Ensembl(ENSG00000144130)UniProtKB(Q86YG4) Search for NT5DC4 at DataMedSearch for NT5DC4 at HumanCyc,NA,NA
ENSG00000171241,79801,SHCBP1,Protein Coding,3.39183633732827,0.359888109546065,0.757699523567368,2.56999277681212,Jagged 2,Entrez Gene Summary for JAG2 Gene The Notch signaling pathway is an intercellular signaling mechanism that is essential for proper embryonic development. Members of the Notch gene family encode transmembrane receptors that are critical for various cell fa,GeneCards Summary for JAG2 Gene JAG2 (Jagged 2) is a Protein Coding gene.Diseases associated with JAG2 include Ossifying Fibroma and Shipyard Eye.Among its related pathways are NOTCH2 Activation and Transmission of Signal to the Nucleus and Notch signalin,UniProtKB/Swiss-Prot for JAG2 GeneJAG2_HUMAN_Q9Y219Putative Notch ligand involved in the mediation of Notch signaling. Involved in limb development (By similarity).,NA,NA
ENSG00000258465,NA,NA,Protein Coding,5.93067983273213,0.528143401244954,0.816153349377263,2.55639585403784,ABI Family Member 3 Binding Protein,Additional gene information for ABI3BP Gene HGNC(17265)Entrez Gene(25890)Ensembl(ENSG00000154175)OMIM(606279)UniProtKB(Q7Z7G0) Monarch InitiativeSearch for ABI3BP at DataMedSearch for ABI3BP at HumanCyc,GeneCards Summary for ABI3BP Gene ABI3BP (ABI Family Member 3 Binding Protein) is a Protein Coding gene.Gene Ontology (GO) annotations related to this gene include heparin binding and glycosaminoglycan binding.An important paralog of this gene is FNDC1. ,Additional gene information for ABI3BP Gene HGNC(17265)Entrez Gene(25890)Ensembl(ENSG00000154175)OMIM(606279)UniProtKB(Q7Z7G0) Monarch InitiativeSearch for ABI3BP at DataMedSearch for ABI3BP at HumanCyc,NA,NA
ENSG00000108924,3131,HLF,Protein Coding,1.83699229795004,1.36816412145689,0.229452345639829,2.51330695344789,KH RNA Binding Domain Containing_ Signal Transduction Associated 2,Additional gene information for KHDRBS2 Gene HGNC(18114)Entrez Gene(202559)Ensembl(ENSG00000112232)OMIM(610487)UniProtKB(Q5VWX1) Monarch InitiativeSearch for KHDRBS2 at DataMedSearch for KHDRBS2 at HumanCyc,GeneCards Summary for KHDRBS2 Gene KHDRBS2 (KH RNA Binding Domain Containing_ Signal Transduction Associated 2) is a Protein Coding gene.Among its related pathways are Signaling by PTK6 and Signaling by GPCR.Gene Ontology (GO) annotations related to this ,UniProtKB/Swiss-Prot for KHDRBS2 GeneKHDR2_HUMAN_Q5VWX1RNA-binding protein that plays a role in the regulation of alternative splicing and influences mRNA splice site selection and exon inclusion. Binds both poly(A) and poly(U) homopolymers. Phosphorylati,NA,NA
ENSG00000036448,9172,MYOM2,Protein Coding,0.692182468251184,2.94305946635699,1.23035318119925,2.50639450121624,Dynein Axonemal Heavy Chain 10,Entrez Gene Summary for DNAH10 Gene Dyneins are microtubule-associated motor protein complexes composed of several heavy_ light, and intermediate chains. The axonemal dyneins, found in cilia and flagella, are components of the outer and inner dynein arms ,GeneCards Summary for DNAH10 Gene DNAH10 (Dynein Axonemal Heavy Chain 10) is a Protein Coding gene.Diseases associated with DNAH10 include Charcot-Marie-Tooth Disease.Among its related pathways are Respiratory electron transport_ ATP synthesis by chemiosm,UniProtKB/Swiss-Prot for DNAH10 GeneDYH10_HUMAN_Q8IVF4Force generating protein of respiratory cilia. Produces force towards the minus ends of microtubules. Dynein has ATPase activity; the force-producing power stroke is thought to occur on release of ADP.,NA,NA
ENSG00000145244,10699,CORIN,Protein Coding,1.78301683325874,0.0100405555208562,1.38489400654167,2.46928932594294,Cholinergic Receptor Nicotinic Epsilon Subunit,Entrez Gene Summary for CHRNE Gene Acetylcholine receptors at mature mammalian neuromuscular junctions are pentameric protein complexes composed of four subunits in the ratio of two alpha subunits to one beta_ one epsilon, and one delta subunit. The acety,GeneCards Summary for CHRNE Gene CHRNE (Cholinergic Receptor Nicotinic Epsilon Subunit) is a Protein Coding gene.Diseases associated with CHRNE include Myasthenic Syndrome_ Congenital, 4A, Slow-Channel and Myasthenic Syndrome, Congenital, 4B, Fast-Channel,UniProtKB/Swiss-Prot for CHRNE GeneACHE_HUMAN_Q04844After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane.,NA,NA
ENSG00000283528,NA,NA,Protein Coding,1.15368136120832,2.10793765526607,0.0161019706852821,2.43188838346964,Protein Tyrosine Phosphatase_ Receptor Type S,Entrez Gene Summary for PTPRS Gene The protein encoded by this gene is a member of the protein tyrosine phosphatase (PTP) family. PTPs are known to be signaling molecules that regulate a variety of cellular processes including cell growth_ differentiation,GeneCards Summary for PTPRS Gene PTPRS (Protein Tyrosine Phosphatase_ Receptor Type S) is a Protein Coding gene.Diseases associated with PTPRS include Pineal Gland Cancer and Deafness, Autosomal Recessive 68.Among its related pathways are ECM proteoglycan,UniProtKB/Swiss-Prot for PTPRS GenePTPRS_HUMAN_Q13332Cell surface receptor that binds to glycosaminoglycans, including chondroitin sulfate proteoglycans and heparan sulfate proteoglycan (PubMed:21454754). Binding to chondroitin sulfate and heparan sulfate,NA,NA
ENSG00000283580,79078,C1orf50,NA,1.83051970028843,0.00370155741276285,1.31687944778134,2.41057377206869,NA,NA,NA,NA,NA,NA
ENSG00000255073,386607,ZFP91-CNTF,Protein Coding,0.954066766951286,2.7183640984365,0.917372440689546,2.37920620175176,Keratin 72,Entrez Gene Summary for KRT72 Gene Keratins are intermediate filament proteins responsible for the structural integrity of epithelial cells. The type II keratins consist of basic or neutral proteins which are arranged in pairs of heterotypic keratin chain,GeneCards Summary for KRT72 Gene KRT72 (Keratin 72) is a Protein Coding gene.Among its related pathways are Keratinization and Developmental Biology.Gene Ontology (GO) annotations related to this gene include structural molecule activity.An important para,UniProtKB/Swiss-Prot for KRT72 GeneK2C72_HUMAN_Q14CN4Has a role in hair formation. Specific component of keratin intermediate filaments in the inner root sheath (IRS) of the hair follicle (Probable).,NA,NA
ENSG00000168903,10917,BTNL3,Protein Coding,0.0318081292721943,1.19618084668899,1.9474346001261,2.32948396885026,Leucine Rich Repeat Containing 19,Additional gene information for LRRC19 Gene HGNC(23379)Entrez Gene(64922)Ensembl(ENSG00000184434)UniProtKB(Q9H756) Search for LRRC19 at DataMedSearch for LRRC19 at HumanCyc,GeneCards Summary for LRRC19 Gene LRRC19 (Leucine Rich Repeat Containing 19) is a Protein Coding gene.Diseases associated with LRRC19 include Chronic Ulcer Of Skin and Decubitus Ulcer.An important paralog of this gene is SLITRK2. ,Additional gene information for LRRC19 Gene HGNC(23379)Entrez Gene(64922)Ensembl(ENSG00000184434)UniProtKB(Q9H756) Search for LRRC19 at DataMedSearch for LRRC19 at HumanCyc,NA,NA
ENSG00000205238,441273,SPDYE2,Protein Coding,2.31812050307047,0.28842129655672,0.0694021629678563,2.31812050307047,Nuclear Pore Complex Interacting Protein Family Member A5,Additional gene information for NPIPA5 Gene HGNC(41980)Entrez Gene(100288332)Ensembl(ENSG00000183793)UniProtKB(E9PKD4) Search for NPIPA5 at DataMedSearch for NPIPA5 at HumanCyc,GeneCards Summary for NPIPA5 Gene NPIPA5 (Nuclear Pore Complex Interacting Protein Family Member A5) is a Protein Coding gene.An important paralog of this gene is NPIPA8. ,Additional gene information for NPIPA5 Gene HGNC(41980)Entrez Gene(100288332)Ensembl(ENSG00000183793)UniProtKB(E9PKD4) Search for NPIPA5 at DataMedSearch for NPIPA5 at HumanCyc,NA,NA
ENSG00000276368,8331,HIST1H2AJ,Protein Coding,2.18545362609213,0.10182231057147,1.05659426965527,2.30913777792628,Proopiomelanocortin,Entrez Gene Summary for POMC Gene This gene encodes a preproprotein that undergoes extensive_ tissue-specific, post-translational processing via cleavage by subtilisin-like enzymes known as prohormone convertases. There are eight potential cleavage sites ,GeneCards Summary for POMC Gene POMC (Proopiomelanocortin) is a Protein Coding gene.Diseases associated with POMC include Obesity_ Early-Onset, With Adrenal Insufficiency And Red Hair and Body Mass Index Quantitative Trait Locus 11.Among its related pathw,UniProtKB/Swiss-Prot for POMC GeneCOLI_HUMAN_P01189Corticotropin: Stimulates the adrenal glands to release cortisol. Melanocyte-stimulating hormone alpha: Anorexigenic peptide. Increases the pigmentation of skin by increasing melanin production in melanoc,Tocris Summary for POMC GeneMelanocortin receptors are activated by members of the melanocortin family: alpha-_ beta- and gamma-melanocyte stimulating hormone (MSH) and adrenocorticotropic hormone (ACTH). The melanocortins are involved in a range of physi,NA
ENSG00000141448,2627,GATA6,Protein Coding,1.45805584012766,0.0537397038849297,1.57591391144396,2.29777048211928,Calcium Voltage-Gated Channel Subunit Alpha1 F,Entrez Gene Summary for CACNA1F Gene This gene encodes a multipass transmembrane protein that functions as an alpha-1 subunit of the voltage-dependent calcium channel_ which mediates the influx of calcium ions into the cell. The encoded protein forms a co,GeneCards Summary for CACNA1F Gene CACNA1F (Calcium Voltage-Gated Channel Subunit Alpha1 F) is a Protein Coding gene.Diseases associated with CACNA1F include Aland Island Eye Disease and Night Blindness_ Congenital Stationary, Type 2A.Among its related pa,UniProtKB/Swiss-Prot for CACNA1F GeneCAC1F_HUMAN_O60840Isoform 1: Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contract,Tocris Summary for CACNA1F GeneVoltage-gated calcium channels (CaV) are present in the membrane of most excitable cells and mediate calcium influx in response to depolarization. They regulate intracellular processes such as contraction_ secretion, neurotr,NA
ENSG00000176720,666,BOK,Protein Coding,0.942579149361054,2.42100913244785,0.319236886851254,2.28199272865804,Serine Palmitoyltransferase Long Chain Base Subunit 3,Entrez Gene Summary for SPTLC3 Gene This gene encodes a subunit of the serine palmitoyltransferase complex which catalyzes the rate-limiting step in sphingolipid biosynthesis. This subunit metabolizes lauroyl- and myristoyl-CoA and generates C14 and C16-s,GeneCards Summary for SPTLC3 Gene SPTLC3 (Serine Palmitoyltransferase Long Chain Base Subunit 3) is a Protein Coding gene.Among its related pathways are Metabolism and Sphingolipid metabolism.Gene Ontology (GO) annotations related to this gene include pyr,UniProtKB/Swiss-Prot for SPTLC3 GeneSPTC3_HUMAN_Q9NUV7Serine palmitoyltransferase (SPT). The heterodimer formed with LCB1/SPTLC1 constitutes the catalytic core. The composition of the serine palmitoyltransferase (SPT) complex determines the substrate pref,NA,NA
ENSG00000148019,84131,CEP78,Protein Coding,1.51157230196454,0.00737525352327808,1.50737637019958,2.27850836982954,Paired Box 8,Entrez Gene Summary for PAX8 Gene This gene encodes a member of the paired box (PAX) family of transcription factors. Members of this gene family typically encode proteins that contain a paired box domain_ an octapeptide, and a paired-type homeodomain. Th,GeneCards Summary for PAX8 Gene PAX8 (Paired Box 8) is a Protein Coding gene.Diseases associated with PAX8 include Hypothyroidism_ Congenital, Nongoitrous, 2 and Athyreosis.Among its related pathways are Pathways in cancer and Aldosterone synthesis and se,UniProtKB/Swiss-Prot for PAX8 GenePAX8_HUMAN_Q06710Transcription factor for the thyroid-specific expression of the genes exclusively expressed in the thyroid cell type, maintaining the functional differentiation of such cells.,NA,CIViC summary for PAX8 Gene PAX8 is one of nine transcription factors within the PAX gene family. It has been observed to be expressed during embryonic development however expression attenuates after development in all but a few tissues. Research has indi
ENSG00000114638,7348,UPK1B,Protein Coding,2.27752864041051,0.37098233506614,0.24834055603176,2.27752864041051,Pipecolic Acid And Sarcosine Oxidase,Additional gene information for PIPOX Gene HGNC(17804)Entrez Gene(51268)Ensembl(ENSG00000179761)OMIM(616713)UniProtKB(Q9P0Z9) Search for PIPOX at DataMedSearch for PIPOX at HumanCyc,GeneCards Summary for PIPOX Gene PIPOX (Pipecolic Acid And Sarcosine Oxidase) is a Protein Coding gene.Diseases associated with PIPOX include Peroxisomal Biogenesis Disorders.Among its related pathways are Metabolism and Histidine_ lysine, phenylalanine, ,UniProtKB/Swiss-Prot for PIPOX GeneSOX_HUMAN_Q9P0Z9Metabolizes sarcosine, L-pipecolic acid and L-proline.,NA,NA
ENSG00000277277,102723451,FAM243B,NA,2.24869731127186,0.179207633833837,0.15063064477713,2.24869731127186,NA,NA,NA,NA,NA,NA
ENSG00000171680,57449,PLEKHG5,Protein Coding,1.90253381520174,1.17571665657102,0.104068595692561,2.2368406962223,U2 Small Nuclear RNA Auxiliary Factor 1,Entrez Gene Summary for U2AF1 Gene This gene belongs to the splicing factor SR family of genes. U2 auxiliary factor_ comprising a large and a small subunit, is a non-snRNP protein required for the binding of U2 snRNP to the pre-mRNA branch site. This gene,GeneCards Summary for U2AF1 Gene U2AF1 (U2 Small Nuclear RNA Auxiliary Factor 1) is a Protein Coding gene.Diseases associated with U2AF1 include Myelodysplastic Syndrome and Myeloid Leukemia.Among its related pathways are mRNA Splicing - Major Pathway and,UniProtKB/Swiss-Prot for U2AF1 GeneU2AF1_HUMAN_Q01081Plays a critical role in both constitutive and enhancer-dependent splicing by mediating protein-protein interactions and protein-RNA interactions required for accurate 3-splice site selection. Recruits ,NA,CIViC summary for U2AF1 Gene U2AF1 is one of several spliceosome complex genes frequently mutated in a variety of hematologic malignancies_ particularly de novo myelodysplastic syndromes (MDS), as well as solid tumors such as lung and pancreatic cancers. 
ENSG00000275395,8857,FCGBP,Protein Coding,0.000730633931551208,1.06046100284273,2.09282903795612,2.21936358036933,Immunoglobulin Like Domain Containing Receptor 2,Additional gene information for ILDR2 Gene HGNC(18131)Entrez Gene(387597)Ensembl(ENSG00000143195)UniProtKB(Q71H61) Search for ILDR2 at DataMedSearch for ILDR2 at HumanCyc,GeneCards Summary for ILDR2 Gene ILDR2 (Immunoglobulin Like Domain Containing Receptor 2) is a Protein Coding gene.Diseases associated with ILDR2 include Deafness_ Autosomal Recessive 42 and Deafness, Autosomal Recessive 49.An important paralog of this ge,UniProtKB/Swiss-Prot for ILDR2 GeneILDR2_HUMAN_Q71H61May be involved in lipid homeostasis and ER stress pathways.,NA,NA
ENSG00000256500,NA,NA,Protein Coding,0.000232596038870045,1.74581732807376,1.25963892054085,2.19909945459635,S100 Calcium Binding Protein A12,Entrez Gene Summary for S100A12 Gene The protein encoded by this gene is a member of the S100 family of proteins containing 2 EF-hand calcium-binding motifs. S100 proteins are localized in the cytoplasm and/or nucleus of a wide range of cells_ and involve,GeneCards Summary for S100A12 Gene S100A12 (S100 Calcium Binding Protein A12) is a Protein Coding gene.Diseases associated with S100A12 include Kawasaki Disease and Psoriatic Arthritis.Among its related pathways are Activated TLR4 signalling and Advanced ,UniProtKB/Swiss-Prot for S100A12 GeneS10AC_HUMAN_P80511S100A12 is a calcium-, zinc- and copper-binding protein which plays a prominent role in the regulation of inflammatory processes and immune response. Its proinflammatory activity involves recruitment ,NA,NA
ENSG00000163293,152519,NIPAL1,Protein Coding,1.32098004467054,0.044984890999569,1.62010506428476,2.14012646018984,Histone Cluster 2 H3 Family Member A,Entrez Gene Summary for HIST2H3A Gene Histones are basic nuclear proteins that are responsible for the nucleosome structure of the chromosomal fiber in eukaryotes. This structure consists of approximately 146 bp of DNA wrapped around a nucleosome_ an octa,GeneCards Summary for HIST2H3A Gene HIST2H3A (Histone Cluster 2 H3 Family Member A) is a Protein Coding gene.Among its related pathways are Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3 and Cell Cycle_ Mit,UniProtKB/Swiss-Prot for HIST2H3A GeneH32_HUMAN_Q71DI3Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central ro,NA,NA
ENSG00000154274,55286,C4orf19,NA,2.12604087435093,0.462843345418149,0.0754013294879769,2.12604087435093,NA,NA,NA,NA,NA,NA
ENSG00000151090,7068,THRB,NA,2.12046140824216,0.363147859335779,0.0293014290460633,2.12046140824216,NA,NA,NA,NA,NA,NA
ENSG00000285130,9414,TJP2,Protein Coding,0.722985348507092,0.306741647639701,2.92360254407764,2.1137218042262,Shisa Family Member 4,Additional gene information for SHISA4 Gene HGNC(27139)Entrez Gene(149345)Ensembl(ENSG00000198892)OMIM(617326)UniProtKB(Q96DD7) Search for SHISA4 at DataMedSearch for SHISA4 at HumanCyc,GeneCards Summary for SHISA4 Gene SHISA4 (Shisa Family Member 4) is a Protein Coding gene. ,Additional gene information for SHISA4 Gene HGNC(27139)Entrez Gene(149345)Ensembl(ENSG00000198892)OMIM(617326)UniProtKB(Q96DD7) Search for SHISA4 at DataMedSearch for SHISA4 at HumanCyc,NA,NA
ENSG00000122952,11130,ZWINT,Protein Coding,2.38042203527888,0.881633727737546,0.0419613067775207,2.09866035255151,Complement Factor H,Entrez Gene Summary for CFH Gene This gene is a member of the Regulator of Complement Activation (RCA) gene cluster and encodes a protein with twenty short consensus repeat (SCR) domains. This protein is secreted into the bloodstream and has an essential ,GeneCards Summary for CFH Gene CFH (Complement Factor H) is a Protein Coding gene.Diseases associated with CFH include Complement Factor H Deficiency and Hemolytic Uremic Syndrome_ Atypical 1.Among its related pathways are Complement and coagulation casca,UniProtKB/Swiss-Prot for CFH GeneCFAH_HUMAN_P08603Factor H functions as a cofactor in the inactivation of C3b by factor I and also increases the rate of dissociation of the C3bBb complex (C3 convertase) and the (C3b)NBB complex (C5 convertase) in the alte,NA,NA
ENSG00000186047,220107,DLEU7,Protein Coding,0.191937560466747,0.251683706024654,2.09791302005375,2.09791302005375,Zinc Finger And BTB Domain Containing 8A,Additional gene information for ZBTB8A Gene HGNC(24172)Entrez Gene(653121)Ensembl(ENSG00000160062)UniProtKB(Q96BR9) Search for ZBTB8A at DataMedSearch for ZBTB8A at HumanCyc,GeneCards Summary for ZBTB8A Gene ZBTB8A (Zinc Finger And BTB Domain Containing 8A) is a Protein Coding gene.Gene Ontology (GO) annotations related to this gene include nucleic acid binding.An important paralog of this gene is ZBTB8B. ,UniProtKB/Swiss-Prot for ZBTB8A GeneZBT8A_HUMAN_Q96BR9May be involved in transcriptional regulation.,NA,NA
ENSG00000273217,NA,NA,Protein Coding,1.2074383020381,1.72629604361814,0.231881395375077,2.08439596372138,ENAH_ Actin Regulator,Entrez Gene Summary for ENAH Gene This gene encodes a member of the enabled/ vasodilator-stimulated phosphoprotein. Members of this gene family are involved in actin-based motility. This protein is involved in regulating the assembly of actin filaments an,GeneCards Summary for ENAH Gene ENAH (ENAH_ Actin Regulator) is a Protein Coding gene.Among its related pathways are Cytoskeletal Signaling and E-cadherin signaling in the nascent adherens junction.Gene Ontology (GO) annotations related to this gene inclu,UniProtKB/Swiss-Prot for ENAH GeneENAH_HUMAN_Q8N8S7Ena/VASP proteins are actin-associated proteins involved in a range of processes dependent on cytoskeleton remodeling and cell polarity such as axon guidance and lamellipodial and filopodial dynamics in m,NA,NA
ENSG00000283765,NA,NA,NA,0.760661392078963,0.669845504688053,4.08147548320761,2.07961630190872,NA,NA,NA,NA,NA,NA
ENSG00000158286,388591,RNF207,Protein Coding,2.06608427539011,0.124514729557189,0.267291588143165,2.06608427539011,Interleukin 7,Entrez Gene Summary for IL7 Gene The protein encoded by this gene is a cytokine important for B and T cell development. This cytokine and the hepatocyte growth factor (HGF) form a heterodimer that functions as a pre-pro-B cell growth-stimulating factor. T,GeneCards Summary for IL7 Gene IL7 (Interleukin 7) is a Protein Coding gene.Diseases associated with IL7 include Lymphopenia and Severe Combined Immunodeficiency_ X-Linked.Among its related pathways are Akt Signaling and Hematopoietic Stem Cell Differenti,UniProtKB/Swiss-Prot for IL7 GeneIL7_HUMAN_P13232Hematopoietic growth factor capable of stimulating the proliferation of lymphoid progenitors. It is important for proliferation during certain stages of B-cell maturation.,NA,NA
ENSG00000143921,64241,ABCG8,Protein Coding,0.630233662383619,3.27509170857096,0.353434413461687,2.0640730421349,Myelin Expression Factor 2,Additional gene information for MYEF2 Gene HGNC(17940)Entrez Gene(50804)Ensembl(ENSG00000104177)UniProtKB(Q9P2K5) Monarch InitiativeSearch for MYEF2 at DataMedSearch for MYEF2 at HumanCyc,GeneCards Summary for MYEF2 Gene MYEF2 (Myelin Expression Factor 2) is a Protein Coding gene.Diseases associated with MYEF2 include Albinism_ Oculocutaneous, Type Vi and Lung Cancer.Among its related pathways are Physiological and Pathological Hypertrophy,UniProtKB/Swiss-Prot for MYEF2 GeneMYEF2_HUMAN_Q9P2K5Transcriptional repressor of the myelin basic protein gene (MBP). Binds to the proximal MB1 element 5-TTGTCC-3 of the MBP promoter. Its binding to MB1 and function are inhibited by PURA (By similarity).,NA,NA
ENSG00000106624,165,AEBP1,Protein Coding,0.112670815269994,1.48068086120143,1.39325859054317,2.06297132972176,Small EDRK-Rich Factor 1A,Entrez Gene Summary for SERF1A Gene This gene is part of a 500 kb inverted duplication on chromosome 5q13. This duplicated region contains at least four genes and repetitive elements which make it prone to rearrangements and deletions. The repetitiveness ,GeneCards Summary for SERF1A Gene SERF1A (Small EDRK-Rich Factor 1A) is a Protein Coding gene.Diseases associated with SERF1A include Muscular Atrophy and Spinal Muscular Atrophy.An important paralog of this gene is SERF1B. ,Additional gene information for SERF1A Gene HGNC(10755)Entrez Gene(8293)Ensembl(ENSG00000172058)OMIM(603011)UniProtKB(O75920) Search for SERF1A at DataMedSearch for SERF1A at HumanCyc,NA,NA
