"ensembl_gene_id","chromosome_name","start_position","end_position"
"ENSG00000074603","15",65442463,65517704
"ENSG00000074755","17",4004445,4143030
"ENSG00000075151","1",20806292,21176888
"ENSG00000076067","12",56521820,56596193
"ENSG00000076356","1",208022242,208244384
"ENSG00000076604","17",28744005,28750956
"ENSG00000077420","10",26438341,26567803
"ENSG00000077454","7",100574011,100586129
"ENSG00000077549","1",19338775,19485539
"ENSG00000077684","4",128809700,128875224
"ENSG00000077782","8",38400215,38468834
"ENSG00000077984","20",24949269,24959928
"ENSG00000078053","7",38383704,38631420
"ENSG00000078140","4",39698109,39782792
"ENSG00000079263","2",230203110,230313215
"ENSG00000079337","12",47734363,47771040
"ENSG00000080007","6",73394828,73417566
"ENSG00000080493","4",71062667,71572087
"ENSG00000080603","16",30698209,30741409
"ENSG00000080845","20",36306336,36528637
"ENSG00000081019","1",113761832,113812476
"ENSG00000082153","2",200810594,200827338
"ENSG00000082196","5",34019448,34043832
"ENSG00000082397","18",5392381,5630700
"ENSG00000082641","17",48048329,48061545
"ENSG00000082996","3",149812708,149962139
"ENSG00000083307","8",101492439,101669726
"ENSG00000083444","1",11934205,11975538
"ENSG00000083454","17",3672199,3696240
"ENSG00000083828","19",57769655,57819939
"ENSG00000084110","12",95972662,95996365
"ENSG00000084207","11",67583742,67586656
"ENSG00000084234","11",130068147,130144811
"ENSG00000084676","2",24491914,24770702
"ENSG00000085063","11",33703010,33736491
"ENSG00000085224","X",77504878,77786233
"ENSG00000085449","2",223855716,223945357
"ENSG00000085832","1",51354263,51519266
"ENSG00000085871","4",139665768,139740745
"ENSG00000087206","5",176905005,177022633
"ENSG00000087266","4",2793071,2841098
"ENSG00000087448","12",27780048,27803040
"ENSG00000087470","12",32679200,32745650
"ENSG00000088053","19",55013705,55038264
"ENSG00000088179","2",119759922,119984899
"ENSG00000089006","20",17941597,17968980
"ENSG00000089682","X",107064420,107118823
"ENSG00000089916","14",76151916,76254342
"ENSG00000090020","1",27098809,27166981
"ENSG00000090339","19",10271093,10286615
"ENSG00000090686","1",21678298,21783606
"ENSG00000091436","2",173075435,173268015
"ENSG00000091513","3",133746040,133796641
"ENSG00000091622","17",6451263,6556555
"ENSG00000092067","14",23117304,23119616
"ENSG00000092096","14",23346306,23352912
"ENSG00000092295","14",24249114,24264432
"ENSG00000093134","6",132722787,132736935
"ENSG00000094975","1",172532349,172611833
"ENSG00000095002","2",47403067,47663146
"ENSG00000095066","19",12763003,12872740
"ENSG00000095303","9",122370530,122395703
"ENSG00000096872","9",26947039,27062930
"ENSG00000099308","19",18097793,18151692
"ENSG00000099797","19",14517085,14565980
"ENSG00000100014","22",24270817,24417739
"ENSG00000100036","22",30635781,30669016
"ENSG00000100079","22",37570248,37582616
"ENSG00000100099","22",26443423,26483837
"ENSG00000100104","22",26483877,26494658
"ENSG00000100196","22",38468078,38483447
"ENSG00000100246","22",38778508,38794198
"ENSG00000100346","22",39570753,39689735
"ENSG00000100360","22",36758202,36776256
"ENSG00000100364","22",45190338,45240769
"ENSG00000100401","22",41245611,41286251
"ENSG00000100418","22",41598028,41621043
"ENSG00000100442","14",45115599,45135319
"ENSG00000100448","14",24573518,24576250
"ENSG00000100505","14",50975262,51096061
"ENSG00000100612","14",60144119,60169856
"ENSG00000100711","14",103715730,103733668
"ENSG00000100884","14",24070837,24078100
"ENSG00000101004","20",25452697,25585531
"ENSG00000101084","20",36605779,36612557
"ENSG00000101255","20",362835,397559
"ENSG00000101266","20",472498,543835
"ENSG00000101310","20",18507520,18561415
"ENSG00000101425","20",38304150,38337505
"ENSG00000101911","X",12791355,12824222
"ENSG00000101916","X",12906620,12923169
"ENSG00000101986","X",153724856,153744755
"ENSG00000102158","X",77826364,77895593
"ENSG00000102383","X",75368427,75523502
"ENSG00000102531","13",48975912,49209779
"ENSG00000102572","13",98445185,98577940
"ENSG00000102786","13",51354077,51454264
"ENSG00000102890","16",67199111,67204029
"ENSG00000103005","16",57999546,58021618
"ENSG00000103018","16",69424619,69466264
"ENSG00000103196","16",84819985,84920768
"ENSG00000104154","15",45479606,45522755
"ENSG00000104231","8",81701334,81732903
"ENSG00000104356","8",98117293,98159835
"ENSG00000104412","8",108443601,108489196
"ENSG00000104427","8",78666089,78719765
"ENSG00000104442","8",65602458,65634217
"ENSG00000104472","8",140511311,140517154
"ENSG00000104529","8",143579697,143599541
"ENSG00000104643","8",11284816,11328146
"ENSG00000104812","19",48968130,48993310
"ENSG00000104856","19",45001449,45038198
"ENSG00000104872","19",49446298,49453497
"ENSG00000104892","19",45333434,45351520
"ENSG00000105058","19",16185380,16192046
"ENSG00000105364","19",10251901,10260055
"ENSG00000105499","19",48047843,48110817
"ENSG00000105610","19",12884422,12887201
"ENSG00000105647","19",18153163,18170532
"ENSG00000105656","19",18442663,18522116
"ENSG00000105671","19",18919705,18929189
"ENSG00000105835","7",106248298,106286326
"ENSG00000105875","7",135183839,135211534
"ENSG00000106070","7",50590063,50793462
"ENSG00000106609","7",66921225,66958551
"ENSG00000106624","7",44104345,44114562
"ENSG00000106636","7",44200968,44214294
"ENSG00000106789","9",98120975,98192637
"ENSG00000107036","9",5629025,5776557
"ENSG00000107104","9",470291,746106
"ENSG00000107290","9",132261356,132354986
"ENSG00000107679","10",122374696,122442602
"ENSG00000107815","10",100987367,100994403
"ENSG00000107897","10",27195214,27242130
"ENSG00000107938","10",125719515,125764143
"ENSG00000107949","10",125823546,125853695
"ENSG00000107954","10",103493979,103592552
"ENSG00000108244","17",40922700,40937646
"ENSG00000108349","17",40140318,40172171
"ENSG00000108557","17",17681458,17811453
"ENSG00000109063","17",10628526,10657309
"ENSG00000109111","17",28662198,28702679
"ENSG00000109163","4",67739328,67754360
"ENSG00000109180","4",48805212,48861817
"ENSG00000109670","4",152320544,152536092
"ENSG00000109956","11",134378504,134412242
"ENSG00000110031","11",58526871,58578220
"ENSG00000110047","11",64851642,64888296
"ENSG00000110075","11",68460731,68615334
"ENSG00000110455","11",44065925,44084237
"ENSG00000110917","12",120687149,120701859
"ENSG00000110944","12",56334174,56340410
"ENSG00000110987","12",122019422,122062044
"ENSG00000111110","12",62643994,62935150
"ENSG00000111186","12",1529891,1647212
"ENSG00000111321","12",6375045,6391571
"ENSG00000111537","12",68154768,68159740
"ENSG00000111912","6",125781161,125932034
"ENSG00000111961","6",148272304,148552048
"ENSG00000112078","6",36442767,36491143
"ENSG00000112081","6",36594353,36605600
"ENSG00000112232","6",61679961,62286225
"ENSG00000112237","6",99542387,99568825
"ENSG00000112245","6",63521746,63583436
"ENSG00000112339","6",134960378,135103056
"ENSG00000112343","6",25962802,25991231
"ENSG00000112578","6",41921499,41933046
"ENSG00000112658","6",43171269,43181506
"ENSG00000112742","6",80003887,80042527
"ENSG00000112799","6",6588108,6654983
"ENSG00000112851","5",65926475,66082549
"ENSG00000113296","5",79991311,80083287
"ENSG00000113407","5",33440696,33469539
"ENSG00000113504","5",1050384,1112063
"ENSG00000113658","5",136132845,136188747
"ENSG00000113971","3",132680609,132722414
"ENSG00000114374","Y",12537650,12860839
"ENSG00000114738","3",50611520,50649291
"ENSG00000114988","2",96705929,96740064
"ENSG00000115165","2",157414619,157488961
"ENSG00000115282","2",74483073,74494886
"ENSG00000115392","2",58159243,58241372
"ENSG00000115484","2",61868085,61888671
"ENSG00000115524","2",197388515,197435091
"ENSG00000115561","2",86503430,86563479
"ENSG00000115760","2",32357028,32618899
"ENSG00000115761","2",10570754,10689987
"ENSG00000115806","2",170928464,170967130
"ENSG00000115828","2",37342827,37373322
"ENSG00000115902","2",64988477,65023865
"ENSG00000115946","2",68157888,68176238
"ENSG00000116106","2",221418027,221574202
"ENSG00000116198","1",3812086,3857214
"ENSG00000116455","1",111439890,111449256
"ENSG00000116668","1",185157080,185291781
"ENSG00000116701","1",183555563,183590876
"ENSG00000116771","1",15571699,15585051
"ENSG00000117411","1",43978943,43991170
"ENSG00000117505","1",93345907,93369493
"ENSG00000117650","1",211658657,211675630
"ENSG00000117834","1",48222685,48248644
"ENSG00000117899","15",80946289,80989828
"ENSG00000118007","3",136336236,136752403
"ENSG00000118217","1",161766320,161964070
"ENSG00000118263","2",207074137,207167267
"ENSG00000118292","1",150268200,150280916
"ENSG00000118503","6",137867214,137883312
"ENSG00000118520","6",131470832,131584332
"ENSG00000118557","16",72112157,72176878
"ENSG00000118707","20",36573488,36593950
"ENSG00000118762","4",88007635,88077777
"ENSG00000118971","12",4273762,4305353
"ENSG00000118997","2",195737703,196068837
"ENSG00000119397","9",121074863,121177610
"ENSG00000119408","9",124257606,124353307
"ENSG00000119723","14",73949926,73963670
"ENSG00000119760","2",27650809,27663840
"ENSG00000119782","2",24049701,24063681
"ENSG00000119801","2",30146941,30160533
"ENSG00000119986","10",97677424,97687241
"ENSG00000120049","10",101825974,101843920
"ENSG00000120158","9",4792944,4885917
"ENSG00000120616","10",32267751,32378798
"ENSG00000120686","13",38349849,38363619
"ENSG00000120756","3",142596393,142713664
"ENSG00000120832","12",106977277,106987160
"ENSG00000120948","1",11012344,11026420
"ENSG00000121310","1",52895910,52927212
"ENSG00000121417","19",57630395,57644041
"ENSG00000122025","13",28003274,28100592
"ENSG00000122068","3",197737179,197787596
"ENSG00000122386","16",3112560,3120517
"ENSG00000122707","9",36036913,36124455
"ENSG00000122733","9",34957608,34982544
"ENSG00000123066","12",115953872,116277719
"ENSG00000123416","12",49127782,49131397
"ENSG00000123815","19",40691530,40718207
"ENSG00000124222","20",58651253,58679526
"ENSG00000124334","X",155997581,156010817
"ENSG00000124575","6",26234268,26234933
"ENSG00000124593","6",41780349,41790141
"ENSG00000124701","6",41053304,41064511
"ENSG00000124702","6",43014103,43021298
"ENSG00000124786","6",8411463,8435611
"ENSG00000125386","4",2536631,2732565
"ENSG00000125459","1",155610188,155614971
"ENSG00000125510","20",64080082,64100643
"ENSG00000125652","19",6372794,6375250
"ENSG00000125827","20",7977346,8019805
"ENSG00000125863","20",10401009,10434222
"ENSG00000125912","19",3185563,3209575
"ENSG00000125967","20",33657087,33674463
"ENSG00000126012","X",53191321,53225422
"ENSG00000126062","3",50354750,50359521
"ENSG00000126249","19",34404399,34426168
"ENSG00000126461","19",49642209,49658642
"ENSG00000126814","14",60971441,60981170
"ENSG00000126821","14",63684216,63728065
"ENSG00000126860","17",31317560,31321884
"ENSG00000126861","17",31272013,31297539
"ENSG00000127578","16",629239,634117
"ENSG00000127947","7",77537295,77640069
"ENSG00000128311","22",37010859,37020183
"ENSG00000128594","7",128027071,128032107
"ENSG00000129048","3",132597270,132618967
"ENSG00000129226","17",7579491,7582111
"ENSG00000129347","19",10553085,10566031
"ENSG00000130147","2",234952017,235055714
"ENSG00000130150","X",14873421,14922327
"ENSG00000130402","19",38647649,38731589
"ENSG00000130475","19",17747718,17788568
"ENSG00000130513","19",18374731,18389176
"ENSG00000130589","20",63558086,63574239
"ENSG00000130703","20",62231922,62296213
"ENSG00000130779","12",122271432,122422632
"ENSG00000131013","6",149504495,149546043
"ENSG00000131051","20",35701347,35742312
"ENSG00000131183","5",177379235,177398848
"ENSG00000131236","1",40040233,40072649
"ENSG00000131374","3",17157162,18444817
"ENSG00000131389","3",14402576,14489349
"ENSG00000131437","5",132692628,132737638
"ENSG00000131467","17",42824385,42843760
"ENSG00000131584","1",1292390,1309609
"ENSG00000131591","1",1081818,1116361
"ENSG00000131721","X",120158613,120165630
"ENSG00000131747","17",40388525,40417896
"ENSG00000131791","1",147155106,147172550
"ENSG00000131845","19",57351307,57359898
"ENSG00000131873","15",101175727,101252048
"ENSG00000132003","19",13795460,13832230
"ENSG00000132017","19",13952492,13961449
"ENSG00000132196","1",162790702,162812817
"ENSG00000132334","10",127907061,128085855
"ENSG00000132388","17",4269259,4366628
"ENSG00000132434","7",55365448,55433742
"ENSG00000132613","16",70661204,70686053
"ENSG00000132749","11",68707440,68751520
"ENSG00000132842","5",78000525,78294755
"ENSG00000132952","13",30617693,30660770
"ENSG00000133063","1",203212827,203273641
"ENSG00000133138","X",106802673,106876150
"ENSG00000133317","11",63506084,63516774
"ENSG00000133466","22",37180166,37199385
"ENSG00000133731","8",81656914,81686331
"ENSG00000133739","8",85107215,85146080
"ENSG00000133835","5",119452473,119637199
"ENSG00000133985","14",70641916,70675366
"ENSG00000134001","14",67360151,67386516
"ENSG00000134077","3",9362971,9386791
"ENSG00000134198","1",115048011,115089503
"ENSG00000134265","18",10525905,10552764
"ENSG00000134287","12",48935723,48957487
"ENSG00000134452","10",5890203,5937594
"ENSG00000134490","18",23197144,23437961
"ENSG00000134668","1",31790422,31816051
"ENSG00000134758","18",32091874,32131561
"ENSG00000134830","19",47332175,47347329
"ENSG00000135049","9",85546539,85742029
"ENSG00000135093","12",109023089,109088023
"ENSG00000135253","7",128862451,128910719
"ENSG00000135272","7",114922154,115019202
"ENSG00000135378","11",32829927,32858120
"ENSG00000135426","12",54948015,54984762
"ENSG00000135698","16",82147798,82170224
"ENSG00000135837","1",179954773,180114875
"ENSG00000135912","2",218710835,218755416
"ENSG00000135951","2",98997261,99154964
"ENSG00000135956","2",96248516,96265994
"ENSG00000136002","2",130836916,131047263
"ENSG00000136100","13",52412602,52450634
"ENSG00000136146","13",48053323,48095131
"ENSG00000136159","13",48037726,48047221
"ENSG00000136270","7",45100100,45112047
"ENSG00000136758","10",27110112,27155266
"ENSG00000136932","9",97904489,97922516
"ENSG00000137040","9",6011025,6015625
"ENSG00000137094","9",34989641,34998900
"ENSG00000137103","9",35814451,35865518
"ENSG00000137166","6",41546426,41602384
"ENSG00000137171","6",43040777,43075095
"ENSG00000137337","6",30699807,30717447
"ENSG00000137393","6",18387350,18468874
"ENSG00000137494","11",83193712,83260694
"ENSG00000137500","11",83259097,83286407
"ENSG00000137801","15",39581079,39599466
"ENSG00000137955","1",75786197,75795086
"ENSG00000138036","2",43774039,43810010
"ENSG00000138061","2",38066973,38109902
"ENSG00000138071","2",65227753,65271253
"ENSG00000138074","2",27199587,27212958
"ENSG00000138095","2",43886224,43995989
"ENSG00000138134","10",88879734,88975153
"ENSG00000138161","10",122832158,122846175
"ENSG00000138311","10",62374192,62670301
"ENSG00000138380","2",202912214,202988263
"ENSG00000138399","2",169528508,169573875
"ENSG00000138448","2",186590056,186680901
"ENSG00000138449","2",189560579,189583758
"ENSG00000138463","3",122795069,122881139
"ENSG00000138592","15",50424380,50514421
"ENSG00000138594","15",51829628,51947295
"ENSG00000138621","15",75023586,75117462
"ENSG00000138709","4",128061286,128222931
"ENSG00000138758","4",76949703,77040384
"ENSG00000138794","4",109688622,109703583
"ENSG00000138802","4",109433772,109540896
"ENSG00000138814","4",101023409,101348278
"ENSG00000139083","12",11649674,11895377
"ENSG00000139187","12",8950044,9010760
"ENSG00000139291","12",71686082,71705047
"ENSG00000139437","12",109900264,109983841
"ENSG00000139531","12",55997180,56006641
"ENSG00000139618","13",32315086,32400266
"ENSG00000139722","12",122865330,122896127
"ENSG00000139880","14",23047062,23057538
"ENSG00000139921","14",51240162,51257655
"ENSG00000140307","15",59638062,59657541
"ENSG00000140365","15",75336020,75343224
"ENSG00000140382","15",77420412,77485607
"ENSG00000140543","15",88494440,88546675
"ENSG00000140995","16",89947925,89968060
"ENSG00000141026","17",17476994,17493221
"ENSG00000141076","16",69131291,69231130
"ENSG00000141194","17",58148449,58159555
"ENSG00000141219","17",73232233,73248947
"ENSG00000141542","17",82654973,82698698
"ENSG00000141556","17",82752065,82945914
"ENSG00000141574","17",82321024,82334074
"ENSG00000141698","17",41825057,41836260
"ENSG00000141736","17",39687914,39730426
"ENSG00000141873","19",2732204,2740028
"ENSG00000142002","19",4675224,4724673
"ENSG00000142102","11",289126,296107
"ENSG00000142235","19",48485271,48513935
"ENSG00000142327","2",240565804,240581372
"ENSG00000142347","19",8520778,8577577
"ENSG00000142634","1",15409888,15430339
"ENSG00000143157","1",166839447,166856344
"ENSG00000143167","1",167052836,167166479
"ENSG00000143353","1",219173869,219212865
"ENSG00000143373","1",151281618,151292176
"ENSG00000143376","1",151612006,151699091
"ENSG00000143393","1",151291797,151327715
"ENSG00000143409","1",150996086,151008375
"ENSG00000143412","1",150982249,150995634
"ENSG00000143457","1",150646230,150697154
"ENSG00000143479","1",206635536,206684419
"ENSG00000143569","1",154220179,154271510
"ENSG00000143622","1",155897808,155911404
"ENSG00000143641","1",230057990,230282122
"ENSG00000143799","1",226360691,226408093
"ENSG00000143858","1",202590596,202710454
"ENSG00000143942","2",53767804,53775196
"ENSG00000143951","2",63119559,63827843
"ENSG00000144036","2",72175984,72826041
"ENSG00000144233","2",127861630,127885922
"ENSG00000145016","3",197668867,197749727
"ENSG00000145439","4",168863770,169010275
"ENSG00000145723","5",103086000,103120138
"ENSG00000145730","5",102753981,103031105
"ENSG00000145781","5",116085016,116412762
"ENSG00000145860","5",159157409,159210053
"ENSG00000145916","5",178130996,178150568
"ENSG00000145982","6",5261044,5829192
"ENSG00000146054","5",181193924,181205293
"ENSG00000146066","5",176388751,176389761
"ENSG00000146072","6",47231532,47309905
"ENSG00000146122","6",39792298,39904877
"ENSG00000146192","6",37005646,37029069
"ENSG00000146197","6",35213956,35253079
"ENSG00000146425","6",158636474,158644743
"ENSG00000147118","X",47974851,48003978
"ENSG00000147459","8",25184689,25418082
"ENSG00000147471","8",37762595,37779768
"ENSG00000148290","9",133351758,133356676
"ENSG00000148344","9",129738331,129753042
"ENSG00000148346","9",128149071,128153453
"ENSG00000148400","9",136494433,136546048
"ENSG00000148444","10",22316386,22320306
"ENSG00000148468","10",15211643,15371289
"ENSG00000148655","10",75431624,76560168
"ENSG00000149091","11",46332905,46380554
"ENSG00000149243","11",75422394,75430629
"ENSG00000149428","11",119044188,119057227
"ENSG00000149577","11",117178736,117197445
"ENSG00000149929","16",29992330,29996074
"ENSG00000150048","12",10069554,10111627
"ENSG00000150401","13",113455819,113490951
"ENSG00000151006","16",31083425,31089628
"ENSG00000151229","12",39755025,40106089
"ENSG00000151247","4",98871684,98930637
"ENSG00000151687","2",189674290,189761193
"ENSG00000151689","2",190343570,190371665
"ENSG00000151715","11",129815848,129860003
"ENSG00000151923","10",119571802,119597029
"ENSG00000151929","10",119651370,119677819
"ENSG00000152061","1",174159410,174995308
"ENSG00000152127","2",134119983,134454621
"ENSG00000152133","2",37084451,37099244
"ENSG00000152291","2",85318020,85328296
"ENSG00000152422","5",83077498,83353787
"ENSG00000152454","19",57940833,57947706
"ENSG00000152767","13",98142562,98455176
"ENSG00000153157","6",10886831,10979320
"ENSG00000153310","8",129839593,130017129
"ENSG00000154265","17",69244311,69327244
"ENSG00000154358","1",228208063,228378876
"ENSG00000154589","8",73991392,74029079
"ENSG00000154767","3",14145147,14178783
"ENSG00000154814","3",16265160,16350299
"ENSG00000155158","9",15163622,15307360
"ENSG00000155313","21",15730025,15880069
"ENSG00000155714","16",21983865,22001110
"ENSG00000156171","1",111117333,111140216
"ENSG00000156313","X",38269170,38327544
"ENSG00000156411","14",103912288,103928269
"ENSG00000156787","8",123041968,123152153
"ENSG00000156802","8",123319850,123416350
"ENSG00000157551","21",38155549,38307357
"ENSG00000157570","11",44726465,44932423
"ENSG00000157637","17",81244811,81295547
"ENSG00000157890","15",65895079,66253747
"ENSG00000158079","9",94030794,94109856
"ENSG00000158089","2",30910467,31155202
"ENSG00000158163","3",138061990,138115818
"ENSG00000158445","20",49293394,49484297
"ENSG00000158545","16",88570381,88631966
"ENSG00000158869","1",161215234,161220699
"ENSG00000158987","5",131423921,131635236
"ENSG00000159079","21",32592079,32612603
"ENSG00000159403","12",7080214,7092540
"ENSG00000159720","16",67438014,67481181
"ENSG00000159792","16",67893254,67929676
"ENSG00000160014","19",46601074,46610782
"ENSG00000160051","1",32205661,32208687
"ENSG00000160075","1",1541673,1574863
"ENSG00000160094","1",33256492,33300719
"ENSG00000160185","21",42403447,42447684
"ENSG00000160213","21",43772511,43776445
"ENSG00000160593","11",118193725,118225094
"ENSG00000160602","17",28725897,28743455
"ENSG00000160712","1",154405193,154469450
"ENSG00000160999","7",102285091,102321711
"ENSG00000161202","3",184155377,184173614
"ENSG00000161714","17",45108959,45133354
"ENSG00000161955","17",7558292,7561608
"ENSG00000161981","16",53828,57669
"ENSG00000162174","11",62337448,62393412
"ENSG00000162231","11",62792123,62806302
"ENSG00000162341","11",69048932,69136316
"ENSG00000162413","1",6590724,6614607
"ENSG00000162444","1",9997206,10016021
"ENSG00000162572","1",1280436,1292029
"ENSG00000162711","1",247416156,247449108
"ENSG00000162746","1",161721563,161728143
"ENSG00000162892","1",206897443,206904139
"ENSG00000162994","2",55172547,55232563
"ENSG00000163050","1",226897536,226987545
"ENSG00000163141","1",151036321,151047720
"ENSG00000163344","1",154924740,154936719
"ENSG00000163468","1",156308968,156367873
"ENSG00000163527","3",31532638,31637616
"ENSG00000163600","2",203936763,203961577
"ENSG00000163606","3",112921205,112975103
"ENSG00000163694","4",40423267,40630875
"ENSG00000163743","4",75479037,75514764
"ENSG00000163798","2",27663471,27694976
"ENSG00000163810","3",44874608,44914990
"ENSG00000163848","3",125225561,125375354
"ENSG00000164032","4",99948086,99950355
"ENSG00000164163","4",145098288,145129524
"ENSG00000164168","4",147617386,147672044
"ENSG00000164209","5",110738136,110765161
"ENSG00000164543","7",43582758,43650713
"ENSG00000164576","5",154445997,154461053
"ENSG00000164638","7",5274369,5306870
"ENSG00000164687","8",81280536,81284777
"ENSG00000164754","8",116845934,116874776
"ENSG00000164821","8",6935820,6938306
"ENSG00000164916","7",4682295,4771442
"ENSG00000164961","8",125024260,125091819
"ENSG00000164976","9",34366666,34376898
"ENSG00000165140","9",94603133,94640249
"ENSG00000165209","9",123109500,123268586
"ENSG00000165283","9",35099776,35103195
"ENSG00000165632","10",7818505,8016631
"ENSG00000165801","14",21070273,21090248
"ENSG00000165832","10",114938195,114977676
"ENSG00000165915","11",47407132,47416496
"ENSG00000165959","14",95181940,95319908
"ENSG00000165985","10",16513734,16521879
"ENSG00000166016","11",34150987,34358010
"ENSG00000166145","15",40844018,40858207
"ENSG00000166166","14",103529196,103537073
"ENSG00000166170","14",103556544,103562831
"ENSG00000166171","10",101570560,101609662
"ENSG00000166181","11",43311963,43344529
"ENSG00000166272","10",102743948,102834516
"ENSG00000166340","11",6612768,6619448
"ENSG00000166341","11",6621330,6655809
"ENSG00000166394","11",7665100,7677222
"ENSG00000166484","17",19377721,19383544
"ENSG00000166532","12",8681600,8783095
"ENSG00000166548","16",66508003,66552544
"ENSG00000166716","15",84748592,84806445
"ENSG00000166912","15",30938941,30991628
"ENSG00000166925","7",100463359,100479232
"ENSG00000166986","12",57475445,57517569
"ENSG00000167130","9",129081111,129090438
"ENSG00000167394","16",31060843,31074240
"ENSG00000167434","17",60149942,60170899
"ENSG00000167525","17",28703197,28711854
"ENSG00000167552","12",49184795,49189080
"ENSG00000167601","19",41219223,41261766
"ENSG00000167635","19",36214602,36238774
"ENSG00000167703","17",1569267,1628886
"ENSG00000167720","17",2303383,2325260
"ENSG00000167770","11",63985853,64001811
"ENSG00000167778","12",53064316,53079404
"ENSG00000167792","11",67605653,67612554
"ENSG00000167994","11",61897301,61920269
"ENSG00000167996","11",61959718,61967634
"ENSG00000168010","11",72814406,72843674
"ENSG00000168036","3",41194741,41260096
"ENSG00000168228","4",25312774,25370383
"ENSG00000168268","3",52524385,52535054
"ENSG00000168404","16",74671855,74700960
"ENSG00000168411","16",74621399,74666877
"ENSG00000168653","1",39026318,39034636
"ENSG00000169031","2",227164624,227314792
"ENSG00000169105","15",40470998,40474571
"ENSG00000169118","15",64165525,64356173
"ENSG00000169122","8",57994509,58204279
"ENSG00000169184","22",27748277,27801756
"ENSG00000169203","16",29483642,29505999
"ENSG00000169221","16",30357102,30370494
"ENSG00000169231","1",155195588,155209051
"ENSG00000169246","16",21402237,21448567
"ENSG00000169359","3",155821024,155854456
"ENSG00000169629","2",112368369,112434488
"ENSG00000169660","17",82418318,82442645
"ENSG00000170049","17",7921859,7929803
"ENSG00000170088","4",165070608,165208549
"ENSG00000170092","7",75493625,75504304
"ENSG00000170142","3",23805955,23891640
"ENSG00000170264","2",61824848,61854143
"ENSG00000170382","1",204617170,204685738
"ENSG00000170558","18",27950966,28177130
"ENSG00000170624","5",155870344,156767788
"ENSG00000170791","8",56211686,56218809
"ENSG00000170876","3",14124940,14143679
"ENSG00000170909","19",54094668,54102692
"ENSG00000171163","1",248850006,248859144
"ENSG00000171219","11",64823052,64844653
"ENSG00000171262","15",38454127,38487710
"ENSG00000171302","17",78991716,79009867
"ENSG00000171320","8",27771949,27812640
"ENSG00000171421","5",1798385,1801366
"ENSG00000171502","1",85729233,86156943
"ENSG00000171916","17",18476737,18494945
"ENSG00000172123","17",35411060,35433283
"ENSG00000172243","12",10116777,10130258
"ENSG00000172292","2",168455862,168775137
"ENSG00000172530","16",87949244,88077318
"ENSG00000172890","11",71453109,71524107
"ENSG00000172893","11",71428193,71452868
"ENSG00000173171","1",155208699,155213824
"ENSG00000173250","5",146513103,146516190
"ENSG00000173436","1",19484403,19629821
"ENSG00000173531","3",49683947,49689501
"ENSG00000173585","3",45886504,45903175
"ENSG00000173638","21",45493572,45573365
"ENSG00000173715","11",66744451,66843328
"ENSG00000173889","3",170086732,170181749
"ENSG00000173890","3",170037995,170085392
"ENSG00000173914","11",66664998,66677887
"ENSG00000174004","3",196639694,196662004
"ENSG00000174137","4",1617915,1684302
"ENSG00000174358","5",1201595,1225111
"ENSG00000174485","15",65658046,65792293
"ENSG00000174738","3",23945286,23980617
"ENSG00000174807","11",66314494,66317044
"ENSG00000174945","7",2679522,2775500
"ENSG00000175003","6",160121815,160158718
"ENSG00000175029","10",124984317,125161170
"ENSG00000175063","20",45812576,45816957
"ENSG00000175137","1",248810446,248825915
"ENSG00000175198","13",100089015,100530437
"ENSG00000175294","11",66016752,66026479
"ENSG00000175324","8",38163335,38176730
"ENSG00000175467","11",65961728,65980137
"ENSG00000175595","16",13920154,13952348
"ENSG00000175820","13",102729367,102759072
"ENSG00000175899","12",9067664,9116229
"ENSG00000176222","19",43872365,43901385
"ENSG00000176387","16",67430652,67437553
"ENSG00000176834","12",118063593,118136026
"ENSG00000176927","17",29929200,30108452
"ENSG00000176994","17",18315293,18328056
"ENSG00000177105","11",3826978,3840959
"ENSG00000177663","22",17084954,17115694
"ENSG00000177853","10",96129715,96205288
"ENSG00000177885","17",75318076,75405709
"ENSG00000178297","19",2360238,2426239
"ENSG00000178573","16",79585843,79600737
"ENSG00000178814","8",144051266,144063965
"ENSG00000178966","9",83980711,84004074
"ENSG00000178974","14",55271421,55361918
"ENSG00000179088","12",103237591,103496010
"ENSG00000179456","1",244048939,244057476
"ENSG00000179914","1",160876540,160885180
"ENSG00000179915","2",49918503,51225575
"ENSG00000180332","13",45192853,45194717
"ENSG00000180336","17",44656404,44690308
"ENSG00000180346","4",89111500,89114899
"ENSG00000180448","19",1065923,1086628
"ENSG00000181090","9",137618992,137870016
"ENSG00000181315","6",26634383,26659752
"ENSG00000181722","3",114314501,115147271
"ENSG00000181826","4",37590800,37686376
"ENSG00000181852","12",56202179,56221933
"ENSG00000181929","12",49002274,49018807
"ENSG00000182010","10",62183035,62268844
"ENSG00000182022","10",124007668,124093598
"ENSG00000182180","10",73248843,73252693
"ENSG00000182362","21",46286342,46297751
"ENSG00000182372","8",1755778,1801711
"ENSG00000182378","X",276322,303356
"ENSG00000182551","2",3497366,3519531
"ENSG00000182621","20",8077251,8968360
"ENSG00000182700","5",140125937,140129392
"ENSG00000182782","12",122701293,122703357
"ENSG00000182866","1",32251239,32286165
"ENSG00000182903","4",425815,499156
"ENSG00000183023","2",40097270,40611053
"ENSG00000183161","11",22622533,22625823
"ENSG00000183258","5",177511577,177516961
"ENSG00000183309","8",143636013,143656418
