ENSEMBL,ENTREZID,SYMBOL,gene_type,pi_C1_C5_C7,pi_C10_C18_C19,pi_C9_C12_C15,chr,start_pos,end_pos,logFC_C1,logFC_C10,logFC_C11,logFC_C12,logFC_C13,logFC_C14,logFC_C15,logFC_C16,logFC_C17,logFC_C18,logFC_C19,logFC_C2,logFC_C3,logFC_C4,logFC_C5,logFC_C6,logFC_C7,logFC_C8,logFC_C9,AveExpr_C1,AveExpr_C10,AveExpr_C11,AveExpr_C12,AveExpr_C13,AveExpr_C14,AveExpr_C15,AveExpr_C16,AveExpr_C17,AveExpr_C18,AveExpr_C19,AveExpr_C2,AveExpr_C3,AveExpr_C4,AveExpr_C5,AveExpr_C6,AveExpr_C7,AveExpr_C8,AveExpr_C9,P_C1,pi_C1,P_C10,pi_C10,P_C11,pi_C11,P_C12,pi_C12,P_C13,pi_C13,P_C14,pi_C14,P_C15,pi_C15,P_C16,pi_C16,P_C17,pi_C17,P_C18,pi_C18,P_C19,pi_C19,P_C2,pi_C2,P_C3,pi_C3,P_C4,pi_C4,P_C5,pi_C5,P_C6,pi_C6,P_C7,pi_C7,P_C8,pi_C8,P_C9,pi_C9,crit_C1,crit_C10,crit_C12,crit_C15,crit_C18,crit_C19,crit_C5,crit_C7,crit_C9,sig_pi_C1,sig_pi_C5,sig_pi_C7,sig_pi_C9,sig_pi_C10,sig_pi_C12,sig_pi_C15,sig_pi_C18,sig_pi_C19
ENSG00000167618,3904,LAIR2,protein_coding,4.615505674,2.269496613,2.322600609,19,55009100,55021897,-1.497768375,-2.063227075,-1.987609702,-1.424510069,1.473589213,-1.348892695,-1.422151002,0.238240802,0.565458699,-0.315628448,-0.189161657,0.075617373,-1.235348411,-0.076134113,1.713083548,-0.350143527,-0.147229713,0.288573479,-1.699036222,0.350658324,0.350658324,0.350658324,0.350658324,0.350658324,0.350658324,0.350658324,0.350658324,0.350658324,0.350658324,0.350658324,0.350658324,0.350658324,0.350658324,0.350658324,0.350658324,0.350658324,0.350658324,0.350658324,0.083888101,1.61204756,0.079437537,2.269496613,0.168824908,1.535554663,0.079179833,1.568934619,0.073446733,1.671090715,0.277490549,0.750998441,0.238295029,0.885836552,0.809368512,0.021883298,0.47173226,0.184511674,0.695868925,0.049702819,0.849442994,0.013405085,0.959020919,0.001374113,0.335691869,0.585628252,0.931391164,0.002350099,0.021314118,2.863132446,0.698808373,0.054497004,0.845154386,0.010757184,0.745223468,0.036854722,0.13449351,1.480368003,1.40116416,1.900396923,2.130437193,2.063978231,1.427541585,1.826590732,3.08284811,1.791314781,2.559780717,1.61204756,0,0,0,2.269496613,0,0,0,0
ENSG00000283528,NA,NA,protein_coding,4.595519756,2.834155576,1.1609325,NA,NA,NA,2.457801857,2.327574172,1.432918745,-1.887645531,-1.586004883,-2.782300959,1.563146429,-1.945888948,0.130227685,0.598302305,-1.527761466,-0.894655428,-0.359884065,1.80674121,-0.377565978,1.950008194,-0.213249592,-2.265211509,-0.832292765,-0.608659466,-0.608659466,-0.608659466,-0.608659466,-0.608659466,-0.608659466,-0.608659466,-0.608659466,-0.608659466,-0.608659466,-0.608659466,-0.608659466,-0.608659466,-0.608659466,-0.608659466,-0.608659466,-0.608659466,-0.608659466,-0.608659466,0.013496831,4.595519756,0.08801531,2.456619021,0.455230923,0.489726124,0.242651982,1.1609325,0.129649658,1.407148931,0.011581905,5.387146786,0.351001328,0.71074899,0.244179893,1.191448541,0.889404334,0.006628688,0.548544476,0.156030154,0.175733697,1.153681361,0.643130779,0.171506077,0.854095932,0.024649664,0.068122877,2.107937655,0.720504429,0.053751556,0.022847912,3.200262739,0.840412248,0.016101971,0.13827711,1.946382325,0.478895526,0.266133286,1.942536126,2.221842697,1.176726459,1.737943176,2.208729505,3.18706007,3.416871723,4.276694158,1.277490203,4.595519756,0,0,0,2.456619021,0,0,0,0
ENSG00000163491,152110,NEK10,protein_coding,4.555809563,3.499649914,1,3,27151576,27410951,-1.861374101,-1.899431633,-0.143915848,-0.058273026,0.066048666,1.697242759,-0.105858316,0.284252908,0.038057533,-0.411289127,-0.276477268,1.755515785,0.218204242,0.12018325,0.597521043,-1.30191059,-0.430049138,0.539248017,0.395332169,-0.698101959,-0.698101959,-0.698101959,-0.698101959,-0.698101959,-0.698101959,-0.698101959,-0.698101959,-0.698101959,-0.698101959,-0.698101959,-0.698101959,-0.698101959,-0.698101959,-0.698101959,-0.698101959,-0.698101959,-0.698101959,-0.698101959,0.003568192,4.555809563,0.014372352,3.499649914,0.825381793,0.011994683,0.899873213,0.002669993,0.886555383,0.003453957,0.008914955,3.479145415,0.826361825,0.008768218,0.579736589,0.067302359,0.93088795,0.001183688,0.323897479,0.201364044,0.589999164,0.06335438,0.02791657,2.728313679,0.752166724,0.026988785,0.786476292,0.012536839,0.17396868,0.45383452,0.038286151,1.84475301,0.295218392,0.22786437,0.23724167,0.336927029,0.400680812,0.157026513,1.623680295,1.085650861,1.015304811,1.842037714,1.128377041,0.762242407,1.2760152,1.174535051,2.179647524,4.555809563,0,0,0,3.499649914,0,0,0,0
ENSG00000261052,6818,SULT1A3,protein_coding,4.542997293,3.272802302,1,16,30205754,30215631,-0.15789442,-1.077839162,-0.934752764,-0.565779877,0.143252058,-0.422693479,-0.014808022,-0.390848653,0.919944742,-1.578930553,-0.031679166,0.143086398,-0.534100711,0.105160836,1.827343446,0.749504284,0.073245636,1.261563569,0.326810805,1.212296031,1.212296031,1.212296031,1.212296031,1.212296031,1.212296031,1.212296031,1.212296031,1.212296031,1.212296031,1.212296031,1.212296031,1.212296031,1.212296031,1.212296031,1.212296031,1.212296031,1.212296031,1.212296031,0.767177237,0.018174325,0.189235074,0.779275952,0.283951553,0.511081451,0.326008124,0.275405563,0.788505145,0.014782963,0.462417869,0.141587687,0.980678649,0.000125473,0.520839153,0.110726007,0.139156839,0.787928482,0.008456743,3.272802302,0.955705445,0.000623317,0.860008397,0.009371774,0.509872791,0.156244841,0.83851254,0.008043798,0.003264967,4.542997293,0.180224456,0.557770803,0.866141083,0.00457136,0.060175732,1.539837518,0.562265022,0.081721961,1.11188473,1.536371266,0.934321673,0.795264309,1.459366243,1.419325052,2.15759746,2.003063687,0.999454975,0,4.542997293,0,0,0,0,0,3.272802302,0
ENSG00000115138,5443,POMC,protein_coding,4.509745127,1.347897599,1.207951822,2,25383722,25391772,1.276238506,1.084874051,0.161521638,0.942841373,-0.358055543,0.019488961,0.352886094,0.308314763,0.191364456,0.202479674,0.276471066,-0.923352412,0.666370306,-0.429516096,-0.990051313,0.094822737,-0.086187458,-0.04720994,0.114311698,-0.262510253,-0.262510253,-0.262510253,-0.262510253,-0.262510253,-0.262510253,-0.262510253,-0.262510253,-0.262510253,-0.262510253,-0.262510253,-0.262510253,-0.262510253,-0.262510253,-0.262510253,-0.262510253,-0.262510253,-0.262510253,-0.262510253,0.007034817,2.747418867,0.057220789,1.347897599,0.76065586,0.019190674,0.052338051,1.207951822,0.488345848,0.111452844,0.960791112,0.000338543,0.4013779,0.139900472,0.518703992,0.087894499,0.55588416,0.048800941,0.553678866,0.051985047,0.591880773,0.062970645,0.140766429,0.786235417,0.344682449,0.308250129,0.344195481,0.198949638,0.021981518,1.641447972,0.797732208,0.009306176,0.803847428,0.008172844,0.904636021,0.002054866,0.747210815,0.014466928,1.454920216,1.437325025,1.26516277,1.297991868,0.953984367,1.173424156,1.993639614,0.848402573,2.09233808,2.747418867,0,0,0,0,0,0,0,0
ENSG00000149418,6768,ST14,protein_coding,4.413881543,1.22431857,1,11,130029457,130080271,0.791354749,0.876100903,0.355643932,0.689077337,-1.017651464,0.168620365,0.270897777,-0.461847812,-0.084746154,0.131564962,0.133273684,-0.520456971,0.555803653,0.063718874,-1.085497552,-0.20939665,0.14016577,-0.396420216,-0.040776284,2.813970786,2.813970786,2.813970786,2.813970786,2.813970786,2.813970786,2.813970786,2.813970786,2.813970786,2.813970786,2.813970786,2.813970786,2.813970786,2.813970786,2.813970786,2.813970786,2.813970786,2.813970786,2.813970786,0.024765172,1.271041274,0.040043961,1.22431857,0.369277798,0.15386821,0.051927281,0.885191791,0.003922504,2.448913679,0.587656779,0.038930438,0.391448007,0.110343685,0.154455684,0.374649146,0.721589469,0.012009362,0.578522704,0.031270307,0.668987442,0.023267191,0.267449357,0.298096124,0.237280832,0.347231298,0.822554558,0.005405609,0.00063222,3.472650049,0.472846059,0.06811259,0.545947929,0.036842401,0.172394252,0.302657803,0.879880038,0.002266205,1.141198658,1.167885862,0.774714266,0.629932231,0.715191797,0.751650705,1.399970356,0.582797192,1.052989222,1.271041274,3.472650049,0,0,1.22431857,0.885191791,0,0,0
ENSG00000156564,57497,LRFN2,protein_coding,4.37927362,1.599478222,1,6,40359325,40555204,2.088968293,1.590776667,0.590907539,0.357618376,-0.220905992,-0.642250751,1.089099165,0.557168725,0.498191626,0.855418667,-0.420456341,-0.999869127,0.778074717,0.125907711,-0.950416947,0.64035972,-0.04220571,-0.592798571,-0.001891032,-0.076738695,-0.076738695,-0.076738695,-0.076738695,-0.076738695,-0.076738695,-0.076738695,-0.076738695,-0.076738695,-0.076738695,-0.076738695,-0.076738695,-0.076738695,-0.076738695,-0.076738695,-0.076738695,-0.076738695,-0.076738695,-0.076738695,0.008009749,4.37927362,0.098748384,1.599478222,0.551069166,0.15292326,0.698480769,0.055733231,0.818972928,0.019159277,0.302928917,0.333109304,0.182032868,0.805770223,0.581766341,0.131074728,0.38326228,0.207498766,0.208743663,0.582015483,0.688782267,0.068079468,0.370240028,0.431460157,0.578095184,0.185182287,0.888525041,0.006462884,0.21564244,0.633230272,0.26356769,0.370837327,0.954806623,0.000847684,0.446248575,0.207730347,0.997541896,2.02e-06,2.121915035,1.809543701,2.344863625,1.976673974,1.034634424,1.259451347,2.312717978,1.210117499,3.614784105,4.37927362,0,0,0,0,0,0,0,0
ENSG00000180834,79929,MAP6D1,protein_coding,4.296117653,3.915934204,1,3,183533664,183543382,0.033161248,1.055907453,1.902532082,-0.664146446,0.234145921,0.182478183,0.879785877,-1.746445718,-1.022746205,2.094970275,1.316445193,0.846624629,-1.980591638,0.580026845,-1.280797509,-0.224890056,1.997594617,-1.944943955,-0.042411873,-0.998653294,-0.998653294,-0.998653294,-0.998653294,-0.998653294,-0.998653294,-0.998653294,-0.998653294,-0.998653294,-0.998653294,-0.998653294,-0.998653294,-0.998653294,-0.998653294,-0.998653294,-0.998653294,-0.998653294,-0.998653294,-0.998653294,0.973280202,0.000390046,0.384425627,0.438399753,0.132556785,1.669658423,0.527467345,0.18450282,0.825852681,0.019456921,0.852491278,0.012647573,0.399501823,0.350578162,0.085660842,1.863837715,0.14520025,0.857094697,0.013514266,3.915934204,0.199264157,0.922263081,0.556243701,0.215664835,0.179047604,1.479564313,0.595187008,0.130707053,0.108805302,1.233856204,0.806294685,0.021028615,0.018070594,3.481862505,0.033729587,2.86293607,0.961254115,0.000727864,2.106448984,1.98790046,4.865030904,1.934637075,1.243687131,1.259817443,2.782548349,1.418719105,3.229691675,0,0,3.481862505,0,0,0,0,3.915934204,0
ENSG00000167914,284110,GSDMA,protein_coding,4.234739547,2.143020451,1.132337688,17,38119226,38134019,1.908759296,2.309588316,0.476845974,1.614211935,-1.638573465,-0.218530406,0.076016955,0.390829771,-0.400829019,0.538148607,-0.415191301,-1.832742341,2.029403236,0.132565416,-2.044156657,0.265431659,-0.184414269,-0.429944721,0.046901253,-2.388119594,-2.388119594,-2.388119594,-2.388119594,-2.388119594,-2.388119594,-2.388119594,-2.388119594,-2.388119594,-2.388119594,-2.388119594,-2.388119594,-2.388119594,-2.388119594,-2.388119594,-2.388119594,-2.388119594,-2.388119594,-2.388119594,0.122969676,1.737356478,0.118064723,2.143020451,0.722668009,0.067264451,0.198847353,1.132337688,0.192586187,1.172194272,0.835719303,0.017032165,0.943892441,0.001906315,0.738658659,0.051416082,0.615822856,0.084392224,0.509499229,0.157600301,0.72326325,0.058418911,0.264292487,1.059169624,0.238620803,1.262880785,0.896485817,0.006291101,0.064208946,2.437461512,0.785759915,0.027793384,0.828211089,0.01509596,0.657252209,0.078365141,0.95980491,0.000835641,Inf,4.134555318,2.880688683,2.762421048,3.181002977,2.105028701,2.767012564,3.513870582,6.241019667,0,0,0,0,0,0,0,0,0
ENSG00000242852,163051,ZNF709,protein_coding,4.14983743,3.679282435,3.14935375,19,12571998,12624668,1.620313928,1.495980258,-1.119476036,2.082712175,0.664177909,-0.532744119,-0.995142366,0.364034768,0.124333671,0.985589828,2.382855316,-2.615456294,-0.30014314,-1.525768536,-1.847180455,-0.351200197,0.940323366,0.23553172,-0.883944316,1.564187412,1.564187412,1.564187412,1.564187412,1.564187412,1.564187412,1.564187412,1.564187412,1.564187412,1.564187412,1.564187412,1.564187412,1.564187412,1.564187412,1.564187412,1.564187412,1.564187412,1.564187412,1.564187412,0.100347047,1.617876008,0.185094963,1.095963215,0.251371856,0.671331137,0.030751007,3.14935375,0.604876264,0.145012259,0.52326919,0.149847515,0.215189797,0.663937416,0.616293368,0.076524661,0.822042562,0.010581504,0.128867719,0.877032882,0.039006294,3.357122198,0.041518688,3.613923415,0.838588144,0.022946328,0.179634908,1.137627156,0.040869755,2.564991018,0.608477324,0.07577341,0.138354524,0.80774401,0.709490117,0.035106863,0.232858025,0.559456128,0.773852378,2.263426144,0.994335365,1.059320877,0.521223393,1.674764396,3.046213351,0.698132242,1.822614931,1.617876008,0,0.80774401,0,0,3.14935375,0,0.877032882,3.357122198
ENSG00000170917,11162,NUDT6,protein_coding,4.141102081,1,1,4,123809852,123844123,-0.237393751,-0.390172079,-0.01385015,-0.048532432,-0.155998183,0.327789498,0.138928179,0.509738978,0.152778329,-0.28353907,-0.714269593,0.376321929,0.665737161,-0.336652198,-0.209111312,-0.599283391,-1.066454165,-0.257643743,-0.271493894,0.43381872,0.43381872,0.43381872,0.43381872,0.43381872,0.43381872,0.43381872,0.43381872,0.43381872,0.43381872,0.43381872,0.43381872,0.43381872,0.43381872,0.43381872,0.43381872,0.43381872,0.43381872,0.43381872,0.479661597,0.075744049,0.348680196,0.178532099,0.97328671,0.000162867,0.882563671,0.002633076,0.625570414,0.031780543,0.337420835,0.154660297,0.677495539,0.02349186,0.180143141,0.379440657,0.532372519,0.041828319,0.23703946,0.177262771,0.057131761,0.887924521,0.427570154,0.138860014,0.18154888,0.493315514,0.241118546,0.207973421,0.453157928,0.071882101,0.055489339,0.752574359,0.000130901,4.141102081,0.389353169,0.105545379,0.345366496,0.125354105,0.763113727,0.812588349,0.63026785,1.23099728,0.747487842,0.832725027,1.442648845,0.996043428,1.260095762,0,0,4.141102081,0,0,0,0,0,0.887924521
ENSG00000162526,81629,TSSK3,protein_coding,4.029289714,6.656533541,1,1,32817122,32829913,1.751012733,1.637591116,0.13424052,0.382011251,0.824642373,-1.121339345,0.247662137,-0.604905499,0.113421617,-0.0796747,1.811559123,-1.503350596,-1.429547872,-1.436327334,-0.532010261,1.105580855,-0.203554006,-0.14999901,-0.01575849,-0.009411086,-0.009411086,-0.009411086,-0.009411086,-0.009411086,-0.009411086,-0.009411086,-0.009411086,-0.009411086,-0.009411086,-0.009411086,-0.009411086,-0.009411086,-0.009411086,-0.009411086,-0.009411086,-0.009411086,-0.009411086,-0.009411086,0.004998969,4.029289714,0.041078532,2.270331893,0.870463926,0.008087887,0.578479988,0.090808529,0.319072112,0.409114279,0.048210371,1.476646396,0.702791562,0.037935267,0.345307052,0.279342064,0.822927047,0.009599854,0.876144902,0.004575245,0.024072656,2.931964952,0.093385877,1.548028372,0.173861296,1.086166308,0.062559014,1.728921723,0.379671969,0.223758975,0.031784355,1.655924192,0.689860911,0.032820735,0.801334173,0.014427855,0.977857047,0.000153245,1.778216568,1.536492572,1.177953826,0.721495385,1.258669298,1.305171548,2.010014478,1.454660611,1.506537064,4.029289714,0,0,0,2.270331893,0,0,0,2.931964952
ENSG00000205560,1375,CPT1B,protein_coding,4.007130147,1,1.045414266,22,51007290,51017899,-0.471704105,-0.412302492,0.20137656,-0.610063866,0.397945628,0.003615186,0.141974946,-0.032742669,-0.059401613,-0.323963178,-0.179375569,0.613679051,-0.430688297,0.377507877,1.099416682,0.687114191,0.321890785,0.489352817,0.690729376,3.209180097,3.209180097,3.209180097,3.209180097,3.209180097,3.209180097,3.209180097,3.209180097,3.209180097,3.209180097,3.209180097,3.209180097,3.209180097,3.209180097,3.209180097,3.209180097,3.209180097,3.209180097,3.209180097,0.128760861,0.419918603,0.337797584,0.194336084,0.648587507,0.037865121,0.051703775,0.784833587,0.197407319,0.280407114,0.99111072,1.4e-05,0.662785093,0.025360597,0.923604,0.001130087,0.842261958,0.004428557,0.251017293,0.194473916,0.598146135,0.040035317,0.173894322,0.466220933,0.349747593,0.196499496,0.222402231,0.246460117,0.00022658,4.007130147,0.037987192,0.975951441,0.214715792,0.215066826,0.120540225,0.449650646,0.030655381,1.045414266,0.549277187,0.574775066,0.92169843,0.869996286,0.669923058,0.662036016,0.831421629,0.941226866,1.027727188,0,4.007130147,0,1.045414266,0,0,0,0,0
ENSG00000137941,79739,TTLL7,protein_coding,3.97909616,2.204237461,1,1,84330711,84464833,-1.049575002,-1.322046837,-0.818369101,-0.274061658,0.179230547,0.229616078,-0.545897265,0.671126832,0.272471835,-0.52157009,-0.765957944,0.503677736,0.491896285,0.283739624,0.984540261,-0.337506576,-0.418614526,0.710478602,-0.107890498,0.51685982,0.51685982,0.51685982,0.51685982,0.51685982,0.51685982,0.51685982,0.51685982,0.51685982,0.51685982,0.51685982,0.51685982,0.51685982,0.51685982,0.51685982,0.51685982,0.51685982,0.51685982,0.51685982,0.016989564,1.857556483,0.021513372,2.204237461,0.143419418,0.690205989,0.453921023,0.094008549,0.624964669,0.036588936,0.628892908,0.046250029,0.195631702,0.386801385,0.125948232,0.603885241,0.453521694,0.093567355,0.139241299,0.446584966,0.08242491,0.830253615,0.401748194,0.199479587,0.387904152,0.202304926,0.438091149,0.10170236,0.006671912,2.142113145,0.442206178,0.119603958,0.210047998,0.2836873,0.065365253,0.841670645,0.789127213,0.011096859,0.750410562,0.887078005,0.898484805,1.120184933,0.654396903,0.774069583,1.245154834,0.84816887,1.407472634,1.857556483,2.142113145,0,0,2.204237461,0,0,0,0.830253615
ENSG00000186132,130355,C2orf76,protein_coding,3.965616827,1.331598403,1.687683083,2,120059801,120124404,0.892715499,0.853920179,-0.277192817,0.828334357,-0.688349226,-0.302778639,-0.238397497,-0.069193825,0.03879532,0.057146558,0.209178956,-1.131112996,0.619155401,-0.074190746,-0.81968653,0.034233649,0.00214364,0.008647827,-0.26854499,0.390999203,0.390999203,0.390999203,0.390999203,0.390999203,0.390999203,0.390999203,0.390999203,0.390999203,0.390999203,0.390999203,0.390999203,0.390999203,0.390999203,0.390999203,0.390999203,0.390999203,0.390999203,0.390999203,0.0051917,2.039578567,0.027580716,1.331598403,0.444865148,0.097508565,0.009173988,1.687683083,0.032999462,1.019784655,0.29323976,0.161313539,0.407109049,0.093043979,0.81055225,0.00631179,0.860543149,0.002530516,0.796652147,0.005642152,0.482574246,0.066191723,0.009201485,2.30310677,0.151882556,0.506773807,0.783631257,0.007855928,0.004245778,1.944331487,0.895138283,0.001646976,0.992225878,7.27e-06,0.972865058,0.000103319,0.299354418,0.140667714,1.197770915,0.961682085,0.624416187,1.017576843,0.732752782,0.537702968,0.945954917,0.488696955,1.351473702,2.039578567,1.944331487,0,0,1.331598403,1.687683083,0,0,0
ENSG00000187116,353514,LILRA5,protein_coding,3.947933773,1,1,19,54818353,54824409,0.695106458,0.836220859,0.402431766,0.367260838,-0.068005607,-0.066528256,0.261317364,0.004196379,-0.141114402,0.50324777,0.295058852,-0.433789094,0.072201985,-0.591484745,-1.162738122,-0.326517263,-0.310366637,-0.795477284,-0.393045519,5.941862376,5.941862376,5.941862376,5.941862376,5.941862376,5.941862376,5.941862376,5.941862376,5.941862376,5.941862376,5.941862376,5.941862376,5.941862376,5.941862376,5.941862376,5.941862376,5.941862376,5.941862376,5.941862376,0.045387965,0.933569185,0.072641094,0.952303052,0.382715964,0.167863715,0.281804431,0.202012625,0.840314171,0.005138389,0.846293743,0.004821893,0.4455432,0.091751187,0.990585793,1.72e-05,0.646242766,0.026755898,0.088435726,0.530107238,0.405794637,0.115572693,0.370545572,0.1870318,0.88292871,0.003904276,0.069423397,0.685231612,0.000402368,3.947933773,0.337031972,0.154223539,0.249901689,0.186912351,0.018484002,1.378724398,0.22345636,0.255796885,0.834794267,0.854790559,0.943818156,0.934424615,0.505169138,0.788392158,0.95940805,0.334919786,0.927426019,0.933569185,3.947933773,0,0,0.952303052,0,0,0.530107238,0
ENSG00000197915,388697,HRNR,protein_coding,3.89647584,2.58745903,3.129573378,1,152184558,152196669,-0.898811083,-1.527052826,-0.281232611,-1.439759506,0.875366845,-0.193939291,0.347009132,-0.660063037,0.628241743,-0.476256617,0.095670375,1.245820216,-1.535429882,-0.011815362,1.339808099,-0.187244727,0.27009216,-0.099951407,-0.381184018,-0.397942368,-0.397942368,-0.397942368,-0.397942368,-0.397942368,-0.397942368,-0.397942368,-0.397942368,-0.397942368,-0.397942368,-0.397942368,-0.397942368,-0.397942368,-0.397942368,-0.397942368,-0.397942368,-0.397942368,-0.397942368,-0.397942368,0.058954303,1.105074286,0.020210936,2.58745903,0.697311825,0.044033425,0.006703817,3.129573378,0.064987688,1.039208307,0.71706146,0.028013293,0.546561432,0.091041669,0.250316199,0.397035206,0.155444379,0.507886317,0.277120491,0.265432748,0.856661065,0.006428185,0.096999887,1.262300888,0.041128547,2.127885694,0.980361093,0.000101777,0.002335021,3.525985437,0.698587251,0.029168861,0.488469837,0.084042484,0.853145722,0.006894326,0.428663197,0.140231426,1.248359482,1.051470529,1.020112689,1.467236868,0.968693187,1.06043432,1.508169644,1.455562722,1.727082987,0,3.525985437,0,0,2.58745903,3.129573378,0,0,0
ENSG00000284292,NA,NA,protein_coding,3.851453508,1.085095334,1.088258085,NA,NA,NA,1.493643623,1.82302807,0.588848291,1.66073157,-2.223846383,0.426551791,0.259463844,-0.996142558,-0.329384447,-0.635590368,0.433027745,-1.234179779,1.227703825,-1.034080964,-2.622336979,-0.799308909,-0.844589159,-0.961605409,-0.372757118,-0.102652197,-0.102652197,-0.102652197,-0.102652197,-0.102652197,-0.102652197,-0.102652197,-0.102652197,-0.102652197,-0.102652197,-0.102652197,-0.102652197,-0.102652197,-0.102652197,-0.102652197,-0.102652197,-0.102652197,-0.102652197,-0.102652197,0.293446243,0.79532258,0.25397097,1.085095334,0.64119604,0.113653119,0.221162571,1.088258085,0.098891916,2.234608042,0.703502491,0.065149115,0.802076218,0.024852578,0.311001356,0.505281077,0.648932428,0.061858571,0.324234413,0.31089324,0.650338474,0.080915804,0.482303618,0.390839411,0.458435582,0.415849904,0.224764508,0.670366009,0.033985185,3.851453508,0.438059296,0.286525946,0.184113845,0.62070002,0.28766979,0.520330211,0.674010246,0.063865782,5.233774218,1.942785034,0.753166309,1.566937426,1.915711389,0.964301913,1.075798525,1.586096673,2.813834131,0,3.851453508,0,0,0,1.088258085,0,0,0
ENSG00000137878,145781,GCOM1,protein_coding,3.825587289,1,1,15,57884106,58006943,-0.89321243,-0.518348234,0.042412901,-0.524389672,0.276778903,0.036371464,-0.332451294,0.269976599,-0.374864195,0.250800649,-0.517587367,0.560761136,-0.006802305,1.40446285,1.430441104,0.91209287,1.026066557,0.906051432,0.948464333,1.257606836,1.257606836,1.257606836,1.257606836,1.257606836,1.257606836,1.257606836,1.257606836,1.257606836,1.257606836,1.257606836,1.257606836,1.257606836,1.257606836,1.257606836,1.257606836,1.257606836,1.257606836,1.257606836,0.114848576,0.839507482,0.536113745,0.140339186,0.959964332,0.000752613,0.306458306,0.269341535,0.588136236,0.063803644,0.953021107,0.000760072,0.56218224,0.083153674,0.647212197,0.051012971,0.546880284,0.098254805,0.673270094,0.043090229,0.38161606,0.216544764,0.484840508,0.176303919,0.993038684,2.06e-05,0.020587311,2.368486684,0.007111909,3.072607217,0.170705956,0.70026051,0.061174121,1.245062261,0.109580268,0.870051874,0.138105811,0.815478299,0.787181342,0.819758777,1.100899339,1.246385856,0.738377486,0.903541241,1.312766032,1.085683979,1.997205988,0.839507482,3.072607217,1.245062261,0,0,0,0,0,0
ENSG00000184659,349334,FOXD4L4,protein_coding,3.823166245,2.444473897,1,9,70426623,70429731,-1.822263819,-1.692998065,-0.048234762,-0.659244793,0.584378018,0.985518511,-0.177500516,0.576853614,-0.129265754,0.356519231,-0.651720389,1.644763303,-0.007524403,-0.27737943,-0.049520643,-1.742518708,-0.228261224,-0.708765436,-0.757000198,-1.136931187,-1.136931187,-1.136931187,-1.136931187,-1.136931187,-1.136931187,-1.136931187,-1.136931187,-1.136931187,-1.136931187,-1.136931187,-1.136931187,-1.136931187,-1.136931187,-1.136931187,-1.136931187,-1.136931187,-1.136931187,-1.136931187,0.007979375,3.823166245,0.03598547,2.444473897,0.949158801,0.001093054,0.240776987,0.407667107,0.301223714,0.30452572,0.174656772,0.746840287,0.775860859,0.019563425,0.407667739,0.224796193,0.763150731,0.015174465,0.418323188,0.134938273,0.352212037,0.295356947,0.075256806,1.847816271,0.993282088,2.2e-05,0.6153548,0.058492223,0.912947772,0.001958743,0.009225103,3.546075713,0.626127009,0.046414081,0.177098501,0.532839305,0.171464636,0.579730008,2.103798303,1.235958804,0.821792566,1.052573625,0.910297587,0.822924582,1.048318773,0.852215883,1.87715852,3.823166245,0,0,0,2.444473897,0,0,0,0
ENSG00000172014,728747,ANKRD20A4,protein_coding,3.790895029,2.497395206,1,9,69381812,69425560,0.568562272,0.783093879,0.062382616,1.315130471,-0.151281208,0.594419208,-0.152148991,-0.886904665,-0.214531607,1.508533348,2.050753928,-0.720711263,-0.735623457,-0.893163442,-2.552977999,-1.769884119,0.459242579,-1.237847528,-1.175464911,-2.803960036,-2.803960036,-2.803960036,-2.803960036,-2.803960036,-2.803960036,-2.803960036,-2.803960036,-2.803960036,-2.803960036,-2.803960036,-2.803960036,-2.803960036,-2.803960036,-2.803960036,-2.803960036,-2.803960036,-2.803960036,-2.803960036,0.698637112,0.088552635,0.640641349,0.151438637,0.967945257,0.000882664,0.350686258,0.598491221,0.920301515,0.005456692,0.669711148,0.103495797,0.908566524,0.006335981,0.475256568,0.286533951,0.79100669,0.021843575,0.117153658,1.404812849,0.135871212,1.777742287,0.71561554,0.104733931,0.706885615,0.110822303,0.509039349,0.26191897,0.032742257,3.790895029,0.144039936,1.489387717,0.653007031,0.084997601,0.258477053,0.727331983,0.290533837,0.63099342,Inf,12.06916056,16.54097654,6.616319083,7.716222914,3.959079261,Inf,4.478108939,42.50050411,0,0,0,0,0,0,0,0,0
